invoice_date,item_desc,service_added,job_type,liter_volume,material_cost,billed_amount,contractor_id
2023-11-16,Primer 5L,Color Matching,Residential,3.1,167.98,796.5,PAINT-944
2023-11-17,Custom Mix (Blue),Delivery,Residential,11.5,108.83,510.33,PAINT-560
2023-11-18,Matte White Base,Delivery,Auto,12.5,106.97,513.27,PAINT-799
2023-11-19,Matte White Base,In-home Consult,Industrial,46.6,196.52,695.43,PAINT-898
2023-11-20,Glossy Enamel,Delivery,Auto,12.8,185.45,89.55,PAINT-465
2023-11-21,Matte White Base,In-home Consult,Residential,8.1,38.84,311.61,PAINT-615
2023-11-22,Matte White Base,Color Matching,Industrial,7.6,195.88,135.1,PAINT-299
2023-11-23,Brushes Set,Delivery,Industrial,17.5,136.06,127.33,PAINT-401
2023-11-24,Brushes Set,None,Auto,14.2,122.31,401.6,PAINT-494
2023-11-25,Primer 5L,Color Matching,Industrial,14.4,167.32,370.26,PAINT-839
2023-11-26,Custom Mix (Blue),None,Residential,46.3,69.62,705.81,PAINT-612
2023-11-27,Brushes Set,Color Matching,Residential,44.1,131.8,479.79,PAINT-133
2023-11-28,Primer 5L,In-home Consult,Industrial,13.4,106.03,214.7,PAINT-953
2023-11-29,Brushes Set,Color Matching,Industrial,1.3,65.92,571.45,PAINT-230
2023-11-30,Brushes Set,Delivery,Commercial,16.1,146.17,95.28,PAINT-798
2023-12-01,Brushes Set,None,Commercial,33.6,101.1,259.36,PAINT-240
2023-12-02,Matte White Base,None,Auto,21.6,88.03,181.17,PAINT-346
2023-12-03,Custom Mix (Blue),Delivery,Auto,9.2,117.0,687.37,PAINT-126
2023-12-04,Primer 5L,None,Residential,37.8,134.39,740.43,PAINT-998
2023-12-05,Custom Mix (Blue),None,Commercial,22.7,97.35,577.56,PAINT-373
2023-12-06,Matte White Base,Color Matching,Industrial,44.0,117.5,569.91,PAINT-475
2023-12-07,Brushes Set,None,Residential,36.7,20.84,451.89,PAINT-600
2023-12-08,Glossy Enamel,Color Matching,Auto,47.1,179.49,283.12,PAINT-858
2023-12-09,Brushes Set,Delivery,Residential,9.2,36.39,517.37,PAINT-800
2023-12-10,Custom Mix (Blue),Color Matching,Residential,45.0,72.83,206.04,PAINT-219
2023-12-11,Custom Mix (Blue),Color Matching,Residential,18.6,75.01,133.56,PAINT-915
2023-12-12,Glossy Enamel,Delivery,Auto,45.7,181.89,420.47,PAINT-524
2023-12-13,Matte White Base,Color Matching,Auto,47.0,116.53,771.38,PAINT-618
2023-12-14,Glossy Enamel,None,Commercial,14.0,181.31,342.41,PAINT-867
2023-12-15,Brushes Set,Color Matching,Industrial,49.2,140.55,619.68,PAINT-235
2023-12-16,Matte White Base,None,Auto,35.7,189.43,736.28,PAINT-345
2023-12-17,Brushes Set,Color Matching,Residential,27.0,66.85,165.3,PAINT-918
2023-12-18,Custom Mix (Blue),In-home Consult,Residential,47.3,26.28,770.52,PAINT-836
2023-12-19,Matte White Base,None,Auto,30.7,12.69,350.83,PAINT-333
2023-12-20,Primer 5L,Delivery,Auto,47.2,24.68,96.34,PAINT-714
2023-12-21,Brushes Set,None,Residential,9.7,192.05,54.31,PAINT-605
2023-12-22,Primer 5L,Delivery,Commercial,32.6,146.33,492.52,PAINT-620
2023-12-23,Custom Mix (Blue),Delivery,Residential,41.4,173.98,141.81,PAINT-768
2023-12-24,Glossy Enamel,In-home Consult,Commercial,49.2,164.62,453.37,PAINT-991
2023-12-25,Brushes Set,None,Commercial,28.7,134.69,247.28,PAINT-355
2023-12-26,Custom Mix (Blue),Color Matching,Auto,39.3,95.8,117.91,PAINT-720
2023-12-27,Glossy Enamel,Delivery,Residential,27.4,175.25,82.76,PAINT-981
2023-12-28,Primer 5L,In-home Consult,Industrial,47.5,69.12,602.35,PAINT-455
2023-12-29,Primer 5L,Color Matching,Commercial,24.9,34.59,368.14,PAINT-108
2023-12-30,Primer 5L,Color Matching,Auto,30.5,42.44,243.48,PAINT-520
2023-12-31,Primer 5L,None,Commercial,33.7,160.92,671.17,PAINT-483
2024-01-01,Primer 5L,Delivery,Residential,20.6,198.94,146.1,PAINT-566
2024-01-02,Glossy Enamel,Color Matching,Residential,16.3,50.61,190.38,PAINT-110
2024-01-03,Glossy Enamel,Delivery,Residential,1.2,106.03,616.32,PAINT-431
2024-01-04,Glossy Enamel,In-home Consult,Industrial,23.2,108.0,488.76,PAINT-390
2024-01-05,Glossy Enamel,In-home Consult,Commercial,34.4,16.92,677.92,PAINT-383
2024-01-06,Glossy Enamel,None,Residential,32.4,126.54,185.47,PAINT-617
2024-01-07,Custom Mix (Blue),Delivery,Commercial,42.4,19.32,772.94,PAINT-678
2024-01-08,Matte White Base,None,Auto,49.3,42.76,757.21,PAINT-686
2024-01-09,Primer 5L,None,Commercial,13.9,91.09,106.51,PAINT-505
2024-01-10,Custom Mix (Blue),None,Commercial,31.1,93.2,272.99,PAINT-151
2024-01-11,Primer 5L,In-home Consult,Industrial,41.5,43.46,704.43,PAINT-887
2024-01-12,Brushes Set,None,Industrial,16.3,143.9,499.08,PAINT-628
2024-01-13,Brushes Set,None,Commercial,27.4,158.06,753.21,PAINT-786
2024-01-14,Glossy Enamel,Delivery,Commercial,31.7,96.08,430.57,PAINT-311
2024-01-15,Glossy Enamel,Color Matching,Industrial,24.1,157.22,428.21,PAINT-122
2024-01-16,Glossy Enamel,None,Residential,20.1,124.21,477.55,PAINT-426
2024-01-17,Brushes Set,Color Matching,Industrial,19.4,119.31,404.86,PAINT-859
2024-01-18,Glossy Enamel,In-home Consult,Auto,26.6,101.44,346.37,PAINT-782
2024-01-19,Primer 5L,Delivery,Residential,28.3,119.77,392.57,PAINT-930
2024-01-20,Glossy Enamel,Color Matching,Residential,17.5,10.24,737.38,PAINT-522
2024-01-21,Custom Mix (Blue),In-home Consult,Auto,28.6,29.31,369.2,PAINT-738
2024-01-22,Glossy Enamel,Color Matching,Industrial,28.4,125.68,334.99,PAINT-918
2024-01-23,Matte White Base,None,Residential,17.0,164.01,749.75,PAINT-993
2024-01-24,Primer 5L,Delivery,Residential,3.6,15.51,355.53,PAINT-518
2024-01-25,Primer 5L,Color Matching,Industrial,42.8,131.77,473.54,PAINT-996
2024-01-26,Matte White Base,None,Auto,43.3,69.5,272.85,PAINT-314
2024-01-27,Brushes Set,Delivery,Auto,27.7,186.22,731.92,PAINT-998
2024-01-28,Primer 5L,Delivery,Auto,27.2,29.41,74.57,PAINT-237
2024-01-29,Matte White Base,None,Commercial,1.1,102.46,413.24,PAINT-746
2024-01-30,Brushes Set,Color Matching,Industrial,40.7,113.85,341.36,PAINT-868
2024-01-31,Primer 5L,Delivery,Commercial,47.4,105.23,141.11,PAINT-619
2024-02-01,Primer 5L,Color Matching,Commercial,10.3,114.7,275.75,PAINT-817
2024-02-02,Matte White Base,None,Industrial,34.5,86.82,66.31,PAINT-693
2024-02-03,Matte White Base,In-home Consult,Commercial,38.3,59.28,749.56,PAINT-123
2024-02-04,Brushes Set,Color Matching,Residential,30.5,114.43,222.26,PAINT-942
2024-02-05,Brushes Set,Color Matching,Industrial,32.0,12.59,692.98,PAINT-366
2024-02-06,Matte White Base,None,Residential,49.1,28.77,282.46,PAINT-104
2024-02-07,Custom Mix (Blue),Color Matching,Commercial,42.2,68.2,68.7,PAINT-506
2024-02-08,Glossy Enamel,Delivery,Commercial,19.5,15.4,350.28,PAINT-669
2024-02-09,Glossy Enamel,In-home Consult,Auto,43.8,160.76,217.19,PAINT-545
2024-02-10,Matte White Base,In-home Consult,Industrial,9.0,17.37,297.83,PAINT-243
2024-02-11,Custom Mix (Blue),Color Matching,Auto,26.1,19.33,174.86,PAINT-762
2024-02-12,Primer 5L,Color Matching,Commercial,22.5,53.49,129.86,PAINT-230
2024-02-13,Matte White Base,Color Matching,Industrial,16.4,186.88,483.56,PAINT-611
2024-02-14,Primer 5L,None,Industrial,49.2,124.37,566.1,PAINT-231
2024-02-15,Brushes Set,Delivery,Industrial,39.6,31.95,794.23,PAINT-708
2024-02-16,Custom Mix (Blue),Color Matching,Residential,44.8,130.98,591.96,PAINT-744
2024-02-17,Matte White Base,Color Matching,Industrial,22.4,194.96,149.85,PAINT-523
2024-02-18,Custom Mix (Blue),In-home Consult,Commercial,22.7,111.67,438.65,PAINT-707
2024-02-19,Custom Mix (Blue),Color Matching,Industrial,37.2,93.25,507.59,PAINT-743
2024-02-20,Matte White Base,Color Matching,Commercial,7.4,47.54,637.88,PAINT-865
2024-02-21,Matte White Base,Color Matching,Residential,24.1,49.83,75.01,PAINT-129
2024-02-22,Primer 5L,None,Auto,6.2,81.58,542.2,PAINT-900
2024-02-23,Primer 5L,Color Matching,Residential,47.0,137.04,232.85,PAINT-669
2024-02-24,Primer 5L,Delivery,Residential,9.0,188.02,766.14,PAINT-567
2024-02-25,Brushes Set,None,Auto,20.4,166.6,415.37,PAINT-381
2024-02-26,Matte White Base,In-home Consult,Industrial,49.2,35.49,358.88,PAINT-552
2024-02-27,Glossy Enamel,None,Industrial,31.5,137.43,770.63,PAINT-886
2024-02-28,Brushes Set,Color Matching,Industrial,1.5,101.96,492.47,PAINT-699
2024-02-29,Brushes Set,Color Matching,Residential,4.6,64.96,124.84,PAINT-336
2024-03-01,Glossy Enamel,Delivery,Commercial,34.4,71.93,235.78,PAINT-508
2024-03-02,Glossy Enamel,Delivery,Industrial,8.2,45.89,580.0,PAINT-815
2024-03-03,Matte White Base,In-home Consult,Residential,13.6,142.45,278.99,PAINT-357
2024-03-04,Primer 5L,In-home Consult,Commercial,6.5,92.29,498.11,PAINT-624
2024-03-05,Glossy Enamel,In-home Consult,Commercial,45.9,173.13,476.51,PAINT-309
2024-03-06,Matte White Base,In-home Consult,Auto,11.2,10.56,387.24,PAINT-240
2024-03-07,Glossy Enamel,Delivery,Industrial,26.2,47.67,615.43,PAINT-278
2024-03-08,Brushes Set,None,Residential,24.7,172.37,541.41,PAINT-550
2024-03-09,Custom Mix (Blue),In-home Consult,Auto,4.0,116.4,242.64,PAINT-152
2024-03-10,Glossy Enamel,Color Matching,Residential,50.0,156.18,440.52,PAINT-110
2024-03-11,Matte White Base,None,Residential,10.7,35.75,71.48,PAINT-748
2024-03-12,Matte White Base,Color Matching,Industrial,36.4,60.35,433.12,PAINT-924
2024-03-13,Primer 5L,None,Residential,44.4,22.36,744.42,PAINT-570
2024-03-14,Matte White Base,None,Commercial,16.6,68.1,462.77,PAINT-619
2024-03-15,Primer 5L,In-home Consult,Residential,47.0,15.54,649.23,PAINT-543
2024-03-16,Glossy Enamel,Color Matching,Commercial,47.4,45.22,314.96,PAINT-871
2024-03-17,Matte White Base,Color Matching,Residential,8.4,166.43,166.1,PAINT-889
2024-03-18,Glossy Enamel,None,Residential,11.1,189.56,197.8,PAINT-746
2024-03-19,Primer 5L,Color Matching,Industrial,16.4,56.96,315.56,PAINT-660
2024-03-20,Primer 5L,Color Matching,Auto,47.0,121.68,436.33,PAINT-525
2024-03-21,Glossy Enamel,Delivery,Auto,16.7,150.31,514.19,PAINT-775
2024-03-22,Primer 5L,Color Matching,Auto,45.5,192.8,565.01,PAINT-697
2024-03-23,Matte White Base,Color Matching,Commercial,4.7,25.67,539.21,PAINT-128
2024-03-24,Matte White Base,Delivery,Industrial,8.3,32.79,188.29,PAINT-457
2024-03-25,Custom Mix (Blue),None,Auto,6.9,155.29,636.48,PAINT-902
2024-03-26,Brushes Set,Color Matching,Auto,48.9,192.78,715.1,PAINT-168
2024-03-27,Glossy Enamel,In-home Consult,Auto,12.3,24.42,700.93,PAINT-160
2024-03-28,Glossy Enamel,None,Commercial,28.3,125.34,608.34,PAINT-808
2024-03-29,Primer 5L,In-home Consult,Commercial,11.8,26.94,629.52,PAINT-926
2024-03-30,Brushes Set,Color Matching,Commercial,37.3,138.25,244.66,PAINT-991
2024-03-31,Brushes Set,Delivery,Residential,11.6,173.42,763.76,PAINT-389
2024-04-01,Matte White Base,Color Matching,Residential,31.2,22.26,493.62,PAINT-204
2024-04-02,Matte White Base,None,Industrial,45.7,92.66,597.98,PAINT-433
2024-04-03,Matte White Base,None,Residential,18.3,106.37,355.35,PAINT-915
2024-04-04,Brushes Set,In-home Consult,Commercial,45.6,71.18,410.05,PAINT-152
2024-04-05,Custom Mix (Blue),None,Residential,18.6,149.02,777.57,PAINT-261
2024-04-06,Custom Mix (Blue),Delivery,Industrial,16.1,59.42,300.15,PAINT-219
2024-04-07,Brushes Set,Color Matching,Auto,17.1,49.07,637.14,PAINT-119
2024-04-08,Glossy Enamel,In-home Consult,Commercial,22.9,32.87,290.38,PAINT-311
2024-04-09,Glossy Enamel,None,Commercial,15.7,51.91,512.02,PAINT-395
2024-04-10,Primer 5L,None,Commercial,23.8,171.32,792.24,PAINT-520
2024-04-11,Brushes Set,In-home Consult,Industrial,45.7,69.89,54.2,PAINT-660
2024-04-12,Matte White Base,Color Matching,Commercial,3.2,182.36,658.52,PAINT-994
2024-04-13,Glossy Enamel,Delivery,Residential,40.2,43.04,752.45,PAINT-233
2024-04-14,Matte White Base,Delivery,Industrial,35.9,17.11,717.09,PAINT-995
2024-04-15,Glossy Enamel,Color Matching,Commercial,39.3,155.18,362.37,PAINT-354
2024-04-16,Primer 5L,Color Matching,Auto,9.3,25.3,523.15,PAINT-652
2024-04-17,Matte White Base,Color Matching,Auto,32.4,176.68,109.53,PAINT-501
2024-04-18,Custom Mix (Blue),None,Residential,11.2,141.41,351.35,PAINT-467
2024-04-19,Custom Mix (Blue),Color Matching,Auto,12.1,103.73,393.1,PAINT-656
2024-04-20,Matte White Base,In-home Consult,Industrial,2.8,112.44,274.74,PAINT-267
2024-04-21,Brushes Set,Delivery,Industrial,20.9,24.41,133.62,PAINT-905
2024-04-22,Primer 5L,Color Matching,Residential,48.5,190.98,78.26,PAINT-791
2024-04-23,Primer 5L,None,Residential,41.7,184.57,279.34,PAINT-217
2024-04-24,Custom Mix (Blue),In-home Consult,Auto,6.9,112.09,799.74,PAINT-135
2024-04-25,Primer 5L,In-home Consult,Residential,26.5,65.26,365.54,PAINT-406
2024-04-26,Brushes Set,In-home Consult,Auto,15.9,80.03,247.43,PAINT-598
2024-04-27,Glossy Enamel,None,Commercial,30.2,192.92,658.8,PAINT-319
2024-04-28,Primer 5L,Delivery,Auto,7.8,149.07,395.55,PAINT-304
2024-04-29,Custom Mix (Blue),None,Commercial,43.1,96.84,366.68,PAINT-349
2024-04-30,Glossy Enamel,In-home Consult,Industrial,11.1,182.72,388.02,PAINT-378
2024-05-01,Primer 5L,In-home Consult,Commercial,11.7,47.16,202.67,PAINT-455
2024-05-02,Custom Mix (Blue),None,Residential,40.0,93.69,745.76,PAINT-370
2024-05-03,Matte White Base,Delivery,Commercial,43.8,74.62,584.27,PAINT-128
2024-05-04,Custom Mix (Blue),In-home Consult,Commercial,49.4,109.28,87.78,PAINT-203
2024-05-05,Matte White Base,Color Matching,Commercial,23.2,54.74,609.1,PAINT-390
2024-05-06,Primer 5L,None,Auto,26.1,182.98,105.98,PAINT-466
2024-05-07,Brushes Set,Color Matching,Commercial,17.0,144.35,618.59,PAINT-304
2024-05-08,Brushes Set,In-home Consult,Commercial,11.0,194.86,751.64,PAINT-926
2024-05-09,Glossy Enamel,Color Matching,Auto,15.0,82.98,188.8,PAINT-212
2024-05-10,Brushes Set,Delivery,Residential,36.4,167.72,252.48,PAINT-197
2024-05-11,Primer 5L,Delivery,Auto,20.2,20.13,645.48,PAINT-648
2024-05-12,Matte White Base,Delivery,Residential,13.5,99.45,409.7,PAINT-112
2024-05-13,Matte White Base,Color Matching,Industrial,33.2,94.69,722.49,PAINT-402
2024-05-14,Primer 5L,Delivery,Auto,23.3,129.56,235.39,PAINT-925
2024-05-15,Matte White Base,None,Industrial,13.3,118.44,209.82,PAINT-804
2024-05-16,Glossy Enamel,None,Commercial,49.3,14.87,546.07,PAINT-513
2024-05-17,Brushes Set,None,Residential,21.9,82.59,759.7,PAINT-429
2024-05-18,Primer 5L,Color Matching,Auto,49.0,43.63,632.76,PAINT-526
2024-05-19,Brushes Set,None,Commercial,29.8,33.38,269.34,PAINT-981
2024-05-20,Brushes Set,None,Residential,31.4,169.98,789.06,PAINT-387
2024-05-21,Custom Mix (Blue),Color Matching,Auto,36.2,166.66,450.27,PAINT-364
2024-05-22,Matte White Base,Delivery,Residential,31.7,195.94,473.35,PAINT-659
2024-05-23,Glossy Enamel,In-home Consult,Auto,21.1,193.76,477.08,PAINT-669
2024-05-24,Primer 5L,Delivery,Residential,25.2,130.2,790.25,PAINT-323
2024-05-25,Glossy Enamel,Delivery,Residential,42.1,155.36,503.84,PAINT-428
2024-05-26,Glossy Enamel,None,Residential,26.9,188.85,497.39,PAINT-624
2024-05-27,Brushes Set,Color Matching,Industrial,42.3,34.06,186.03,PAINT-470
2024-05-28,Custom Mix (Blue),Delivery,Commercial,24.4,57.19,253.42,PAINT-565
2024-05-29,Custom Mix (Blue),None,Industrial,27.0,86.64,223.42,PAINT-204
2024-05-30,Matte White Base,None,Commercial,9.0,42.05,340.51,PAINT-658
2024-05-31,Matte White Base,None,Industrial,35.3,184.49,670.69,PAINT-243
2024-06-01,Primer 5L,Delivery,Industrial,20.7,189.49,521.21,PAINT-448
2024-06-02,Brushes Set,Color Matching,Auto,1.6,171.09,132.31,PAINT-956
2024-06-03,Primer 5L,Color Matching,Residential,18.2,23.38,201.38,PAINT-571
2024-06-04,Brushes Set,Color Matching,Industrial,41.7,90.63,562.7,PAINT-961
2024-06-05,Matte White Base,None,Industrial,48.0,184.12,758.6,PAINT-567
2024-06-06,Matte White Base,In-home Consult,Commercial,33.3,63.21,711.35,PAINT-302
2024-06-07,Primer 5L,Color Matching,Industrial,44.0,177.66,164.59,PAINT-469
2024-06-08,Brushes Set,Color Matching,Commercial,26.9,155.51,549.86,PAINT-929
2024-06-09,Custom Mix (Blue),Delivery,Industrial,18.5,153.52,560.64,PAINT-275
2024-06-10,Matte White Base,In-home Consult,Residential,8.9,24.97,99.44,PAINT-837
2024-06-11,Matte White Base,Color Matching,Auto,48.6,60.06,726.32,PAINT-889
2024-06-12,Matte White Base,None,Industrial,43.6,166.15,356.35,PAINT-421
2024-06-13,Brushes Set,None,Commercial,46.5,90.35,303.97,PAINT-356
2024-06-14,Matte White Base,None,Industrial,31.9,63.32,526.29,PAINT-591
2024-06-15,Glossy Enamel,Color Matching,Commercial,22.7,165.29,455.76,PAINT-941
2024-06-16,Brushes Set,None,Auto,21.3,161.36,623.43,PAINT-682
2024-06-17,Matte White Base,Color Matching,Industrial,43.8,119.86,637.81,PAINT-628
2024-06-18,Brushes Set,Delivery,Auto,7.5,57.9,782.32,PAINT-819
2024-06-19,Glossy Enamel,Color Matching,Auto,6.9,144.53,567.69,PAINT-319
2024-06-20,Matte White Base,Color Matching,Auto,40.0,42.25,628.71,PAINT-912
2024-06-21,Matte White Base,Color Matching,Commercial,42.3,139.66,504.04,PAINT-636
2024-06-22,Brushes Set,Delivery,Industrial,36.0,89.97,555.87,PAINT-760
2024-06-23,Matte White Base,Delivery,Industrial,24.4,94.49,415.42,PAINT-409
2024-06-24,Matte White Base,Color Matching,Residential,42.3,38.5,432.26,PAINT-300
2024-06-25,Primer 5L,In-home Consult,Commercial,39.3,87.92,142.13,PAINT-456
2024-06-26,Glossy Enamel,In-home Consult,Commercial,23.8,195.68,109.37,PAINT-593
2024-06-27,Brushes Set,None,Auto,10.5,162.92,53.3,PAINT-206
2024-06-28,Glossy Enamel,In-home Consult,Commercial,11.8,23.45,207.16,PAINT-159
2024-06-29,Brushes Set,Color Matching,Industrial,47.6,88.64,324.16,PAINT-780
2024-06-30,Brushes Set,Delivery,Residential,13.9,123.41,713.96,PAINT-372
2024-07-01,Glossy Enamel,Color Matching,Industrial,46.7,75.64,385.93,PAINT-247
2024-07-02,Custom Mix (Blue),Color Matching,Auto,3.6,67.29,122.58,PAINT-472
2024-07-03,Glossy Enamel,Delivery,Residential,9.4,99.06,746.57,PAINT-698
2024-07-04,Custom Mix (Blue),None,Commercial,38.8,91.18,110.21,PAINT-718
2024-07-05,Glossy Enamel,Color Matching,Residential,48.3,17.52,258.6,PAINT-967
2024-07-06,Matte White Base,In-home Consult,Commercial,37.6,51.68,781.54,PAINT-614
2024-07-07,Primer 5L,Color Matching,Commercial,4.8,180.03,195.21,PAINT-278
2024-07-08,Glossy Enamel,None,Auto,36.2,82.17,104.66,PAINT-766
2024-07-09,Matte White Base,In-home Consult,Commercial,38.5,59.78,321.04,PAINT-349
2024-07-10,Matte White Base,None,Residential,14.0,149.35,233.14,PAINT-307
2024-07-11,Primer 5L,In-home Consult,Residential,43.0,173.59,591.47,PAINT-229
2024-07-12,Brushes Set,None,Industrial,26.7,47.55,304.63,PAINT-259
2024-07-13,Glossy Enamel,Delivery,Residential,42.2,11.93,626.3,PAINT-799
2024-07-14,Custom Mix (Blue),None,Industrial,24.0,95.52,76.23,PAINT-112
2024-07-15,Custom Mix (Blue),Delivery,Auto,35.7,56.59,546.16,PAINT-603
2024-07-16,Primer 5L,Delivery,Commercial,25.0,196.53,526.06,PAINT-583
2024-07-17,Custom Mix (Blue),None,Industrial,5.6,158.36,489.43,PAINT-235
2024-07-18,Primer 5L,None,Commercial,42.8,197.84,129.72,PAINT-261
2024-07-19,Glossy Enamel,Delivery,Industrial,45.3,192.27,388.73,PAINT-892
2024-07-20,Custom Mix (Blue),None,Residential,5.0,189.8,700.98,PAINT-524
2024-07-21,Primer 5L,None,Industrial,1.1,164.96,62.32,PAINT-871
2024-07-22,Glossy Enamel,None,Auto,49.1,156.39,54.94,PAINT-541
2024-07-23,Brushes Set,In-home Consult,Auto,6.7,163.51,338.85,PAINT-679
2024-07-24,Custom Mix (Blue),None,Commercial,30.7,20.92,463.69,PAINT-753
2024-07-25,Glossy Enamel,Color Matching,Residential,47.8,49.76,706.0,PAINT-884
2024-07-26,Matte White Base,In-home Consult,Auto,30.7,117.57,393.64,PAINT-337
2024-07-27,Custom Mix (Blue),In-home Consult,Residential,49.3,105.01,184.31,PAINT-863
2024-07-28,Glossy Enamel,None,Auto,5.9,116.74,343.94,PAINT-161
2024-07-29,Brushes Set,Color Matching,Industrial,22.8,198.76,212.3,PAINT-319
2024-07-30,Primer 5L,Color Matching,Residential,2.8,187.67,189.31,PAINT-644
2024-07-31,Brushes Set,Color Matching,Industrial,4.2,183.04,455.16,PAINT-291
2024-08-01,Glossy Enamel,Color Matching,Commercial,41.9,100.24,162.2,PAINT-139
2024-08-02,Glossy Enamel,Delivery,Auto,32.9,30.53,374.36,PAINT-548
2024-08-03,Custom Mix (Blue),None,Residential,8.4,108.71,323.73,PAINT-124
2024-08-04,Matte White Base,Color Matching,Commercial,49.5,46.57,583.57,PAINT-818
2024-08-05,Primer 5L,None,Auto,19.4,142.92,157.49,PAINT-771
2024-08-06,Primer 5L,Delivery,Industrial,46.1,101.99,109.9,PAINT-974
2024-08-07,Brushes Set,Delivery,Commercial,33.8,60.95,751.59,PAINT-214
2024-08-08,Primer 5L,Color Matching,Auto,32.4,92.46,760.56,PAINT-481
2024-08-09,Matte White Base,In-home Consult,Industrial,39.3,81.82,437.65,PAINT-578
2024-08-10,Primer 5L,Color Matching,Industrial,13.9,76.74,488.91,PAINT-794
2024-08-11,Matte White Base,In-home Consult,Auto,3.5,135.72,665.84,PAINT-140
2024-08-12,Brushes Set,Color Matching,Industrial,25.5,81.59,728.93,PAINT-705
2024-08-13,Custom Mix (Blue),None,Commercial,10.9,135.93,541.98,PAINT-119
2024-08-14,Brushes Set,Color Matching,Residential,8.1,28.68,701.94,PAINT-338
2024-08-15,Glossy Enamel,None,Industrial,33.4,149.16,702.05,PAINT-444
2024-08-16,Brushes Set,Color Matching,Residential,21.2,158.43,563.53,PAINT-343
2024-08-17,Custom Mix (Blue),In-home Consult,Residential,19.1,19.95,577.66,PAINT-322
2024-08-18,Brushes Set,In-home Consult,Industrial,19.6,20.44,321.62,PAINT-333
2024-08-19,Brushes Set,In-home Consult,Industrial,49.7,160.06,212.6,PAINT-228
2024-08-20,Custom Mix (Blue),Delivery,Residential,12.7,192.0,435.32,PAINT-905
2024-08-21,Primer 5L,None,Auto,40.0,198.0,475.76,PAINT-484
2024-08-22,Custom Mix (Blue),Color Matching,Commercial,4.8,30.76,518.19,PAINT-132
2024-08-23,Matte White Base,Color Matching,Commercial,30.2,22.27,108.0,PAINT-238
2024-08-24,Matte White Base,None,Residential,3.0,87.29,532.61,PAINT-508
2024-08-25,Brushes Set,Color Matching,Commercial,9.8,188.7,743.12,PAINT-237
2024-08-26,Primer 5L,None,Commercial,46.2,155.27,608.17,PAINT-672
2024-08-27,Custom Mix (Blue),Color Matching,Residential,1.5,82.35,699.96,PAINT-234
2024-08-28,Glossy Enamel,In-home Consult,Industrial,1.3,169.73,297.14,PAINT-303
2024-08-29,Glossy Enamel,None,Residential,5.8,24.02,208.78,PAINT-684
2024-08-30,Custom Mix (Blue),None,Industrial,10.1,146.34,751.35,PAINT-627
2024-08-31,Brushes Set,Color Matching,Residential,40.6,15.07,773.07,PAINT-463
2024-09-01,Custom Mix (Blue),None,Auto,28.2,180.57,583.76,PAINT-478
2024-09-02,Brushes Set,Color Matching,Commercial,17.5,132.38,334.75,PAINT-570
2024-09-03,Glossy Enamel,In-home Consult,Auto,10.9,62.27,520.05,PAINT-789
2024-09-04,Brushes Set,Color Matching,Auto,49.0,86.03,612.59,PAINT-991
2024-09-05,Primer 5L,Color Matching,Industrial,24.7,87.74,93.4,PAINT-731
2024-09-06,Brushes Set,Color Matching,Commercial,44.7,123.05,351.44,PAINT-512
2024-09-07,Primer 5L,In-home Consult,Auto,18.3,107.45,295.37,PAINT-763
2024-09-08,Matte White Base,Color Matching,Commercial,2.2,106.26,322.24,PAINT-915
2024-09-09,Glossy Enamel,Color Matching,Commercial,7.6,120.04,697.21,PAINT-472
2024-09-10,Glossy Enamel,None,Industrial,33.2,199.52,596.1,PAINT-990
2024-09-11,Primer 5L,Color Matching,Auto,29.7,46.4,337.5,PAINT-986
2024-09-12,Matte White Base,None,Auto,16.7,64.55,175.98,PAINT-142
2024-09-13,Primer 5L,In-home Consult,Residential,25.5,50.32,639.57,PAINT-691
2024-09-14,Custom Mix (Blue),Delivery,Commercial,24.1,158.56,722.59,PAINT-713
2024-09-15,Matte White Base,None,Commercial,29.9,70.52,401.79,PAINT-554
2024-09-16,Matte White Base,None,Industrial,18.4,184.88,63.63,PAINT-664
2024-09-17,Matte White Base,Delivery,Industrial,41.6,187.93,524.86,PAINT-513
2024-09-18,Brushes Set,In-home Consult,Commercial,7.4,60.04,252.97,PAINT-510
2024-09-19,Custom Mix (Blue),In-home Consult,Industrial,6.6,162.16,708.67,PAINT-449
2024-09-20,Matte White Base,In-home Consult,Industrial,8.8,27.93,154.46,PAINT-420
2024-09-21,Primer 5L,Color Matching,Commercial,15.1,155.26,767.37,PAINT-305
2024-09-22,Brushes Set,Delivery,Commercial,5.7,187.57,522.56,PAINT-287
2024-09-23,Glossy Enamel,Color Matching,Commercial,16.7,55.46,139.99,PAINT-373
2024-09-24,Custom Mix (Blue),None,Residential,12.4,144.95,469.52,PAINT-145
2024-09-25,Brushes Set,None,Commercial,46.4,81.99,160.84,PAINT-885
2024-09-26,Brushes Set,Color Matching,Auto,47.2,105.35,216.89,PAINT-714
2024-09-27,Primer 5L,None,Commercial,26.2,82.53,548.36,PAINT-509
2024-09-28,Primer 5L,Color Matching,Auto,19.0,60.59,780.52,PAINT-145
2024-09-29,Matte White Base,In-home Consult,Industrial,27.7,194.39,526.72,PAINT-375
2024-09-30,Brushes Set,In-home Consult,Residential,29.5,172.29,79.33,PAINT-800
2024-10-01,Custom Mix (Blue),In-home Consult,Auto,20.3,145.02,74.33,PAINT-996
